@type,name,amenity,addr:postcode,addr:suburb,@lat,@lon
node,Aida,restaurant,10623,Charlottenburg,52.5068638,13.3228585
node,Madame Ngo,restaurant,10623,Charlottenburg,52.5062119,13.3180811
node,Nam Thu�n,restaurant,10625,Charlottenburg,52.5073199,13.3207804
node,La Rose,restaurant,14057,Charlottenburg,52.5063184,13.2846256
node,Tibet Haus,restaurant,10961,Kreuzberg,52.4907103,13.3939814
node,Curry 36,fast_food,10961,Kreuzberg,52.4934924,13.3876866
node,First Indian Restaurant,restaurant,14057,Charlottenburg,52.5068889,13.2839198
node,Canc�n,restaurant,14057,Westend,52.5103223,13.2829535
node,La Foresta (Schatulle),restaurant,13351,,52.5542713,13.3311277
node,Haus der 100 Biere,restaurant,10709,Halensee,52.4983826,13.2969979
node,Ach!NikO!Ach!,restaurant,10709,Halensee,52.4985867,13.2982491
node,Ristorante Salve,restaurant,10711,Halensee,52.5009791,13.2976442
node,Dalmacija,restaurant,13403,Reinickendorf,52.5725190,13.3082697
node,Schlemmerk�che,restaurant,13509,Reinickendorf,52.5771153,13.3073153
node,Taverna Athos,restaurant,10715,Wilmersdorf,52.4800304,13.3277157
node,Pizzaria Tamara,restaurant,13403,Reinickendorf,52.5701303,13.3098188
node,BLOCK HOUSE,restaurant,14052,Westend,52.5096736,13.2707607
node,JOE'S Restaurant & Wirtshaus,restaurant,14052,Westend,52.5098740,13.2708833
node,Lindenwirtin,restaurant,14050,Westend,52.5106205,13.2716607
node,Cancun,restaurant,10963,Kreuzberg,52.5044291,13.3827786
node,Subway,fast_food,10115,Mitte,52.5308437,13.3829698
node,Subway,fast_food,10117,,52.5158107,13.3899247
node,Bocca di Bacco,restaurant,10117,Mitte,52.5151119,13.3889084
node,Restaurant Borchardt,restaurant,10117,Mitte,52.5150034,13.3903882
node,Heritage,restaurant,10117,Mitte,52.5146890,13.3909281
node,Lutter & Wegner,restaurant,10117,Mitte,52.5132123,13.3911782
node,Victor & Victoria,restaurant,10117,,52.5124049,13.3913074
node,Maximilians,restaurant,10117,Mitte,52.5113441,13.3891811
node,Izumi Sushi Bar,restaurant,10117,Mitte,52.5112920,13.3887116
node,Beast Berlin,restaurant,10178,Mitte,52.5242900,13.4118534
node,Aapka - Restaurant Alexanderplatz,restaurant,10178,Mitte,52.5235991,13.4109696
node,Der Alte Fritz,restaurant,10178,Mitte,52.5214304,13.4092065
node,Carambar,restaurant,10178,Mitte,52.5203514,13.4122196
node,Matzbach,restaurant,,,52.5202106,13.4118079
node,Dunkin',fast_food,10178,Mitte,52.5200676,13.4114731
node,Azem,restaurant,,,52.5180123,13.4071626
node,Mutter Hoppe,restaurant,10178,Mitte,52.5175872,13.4058989
node,Julchen Hoppe,restaurant,10178,Mitte,52.5172681,13.4050245
node,Shezan,restaurant,10179,Mitte,52.5121460,13.4081288
node,Burger King,fast_food,,,52.5226551,13.4127200
node,Trattoria Monticchiello,restaurant,13507,Tegel,52.5827216,13.2901148
node,McDonald's,fast_food,10315,,52.5099118,13.5315300
node,Mensa HU Oase Adlershof,restaurant,12489,Adlershof,52.4293751,13.5301027
node,Pula-Grill,restaurant,13403,Reinickendorf,52.5701846,13.3206599
node,Paris-Moskau,restaurant,10557,Moabit,52.5225899,13.3644784
node,Konnopke�s Imbi�,fast_food,10435,Prenzlauer Berg,52.5404746,13.4122190
node,Strandlust,restaurant,12527,Schm�ckwitz,52.3762307,13.6572240
node,Can,fast_food,13403,Reinickendorf,52.5646418,13.3279470
node,Chalet Suisse,restaurant,14195,Dahlem,52.4619020,13.2691890
node,Jasper's,restaurant,10115,Mitte,52.5365840,13.4006900
node,Maestral,restaurant,13437,Wittenau,52.5893726,13.3257329
node,Bier-Stub'n,restaurant,,,52.5723826,13.3594023
node,Irmak Grillhaus,restaurant,,,52.5674603,13.3627545
node,Herkules I,restaurant,12683,,52.5202629,13.5556526
node,Schollenkrug,restaurant,13509,Tegel,52.6006677,13.3030043
node,I Due Forni,restaurant,10119,Prenzlauer Berg,52.5308311,13.4124640
node,Zweistrom,fast_food,10435,Prenzlauer Berg,52.5392141,13.4216014
node,Risa Chicken,fast_food,10435,Prenzlauer Berg,52.5408580,13.4125546
node,Mad Meals,restaurant,10435,Prenzlauer Berg,52.5406178,13.4140390
node,Akemi,restaurant,10405,Prenzlauer Berg,52.5376526,13.4212143
node,Anjoy,restaurant,,,52.5361423,13.4205337
node,Seepalast,restaurant,12589,Rahnsdorf,52.4417119,13.6872536
node,Kreuzburger,fast_food,10437,Prenzlauer Berg,52.5438563,13.4156212
node,Yogi-Haus,restaurant,10823,Sch�neberg,52.4862780,13.3506678
node,La Residenza,restaurant,10719,Charlottenburg,52.5031309,13.3271435
node,Bristol Grill,restaurant,10719,Charlottenburg,52.5033238,13.3272963
node,Le Faubourg,restaurant,10789,Charlottenburg,52.5026926,13.3318821
node,Floh,restaurant,14193,Grunewald,52.4880029,13.2634284
node,Trattoria Gioachino,restaurant,,,52.4878837,13.2628406
node,Fook Lam Mun,restaurant,,,52.4206302,13.1655280
node,Blockhaus Nikolskoe,restaurant,14109,Wannsee,52.4244424,13.1163106
node,Agua TexMex,restaurant,13585,Hakenfelde,52.5462582,13.2119152
node,Restaurant Hasenheide,restaurant,,,52.4877929,13.4196583
node,Eden,restaurant,10178,Mitte,52.5219316,13.4047999
node,Unvernunft,restaurant,,,52.5355167,13.2020525
node,Taverna Teloneio,restaurant,13597,Spandau,52.5399218,13.2074190
node,Weisser Elefant,restaurant,10713,Wilmersdorf,52.4895627,13.3191979
node,Garcon,restaurant,10717,Wilmersdorf,52.4894921,13.3196727
node,McDonald's,fast_food,12103,,52.4695529,13.3711438
node,Frederick�s,restaurant,,,52.5098687,13.3741146
node,Lindenbr�u,restaurant,10785,Tiergarten,52.5102921,13.3726675
node,Dittmanns Drogerie,restaurant,,,52.4029635,13.5856652
node,Sch�nbrunn,restaurant,10249,Friedrichshain,52.5280350,13.4339677
node,Boss Burger,fast_food,12439,,52.4562295,13.5091368
node,Ruyixuan Hotpot,restaurant,10247,Friedrichshain,52.5152058,13.4687505
node,SanMax,fast_food,10247,,52.5151582,13.4627585
node,Ristorante a Mano,restaurant,10243,Friedrichshain,52.5193726,13.4275085
node,Hangmee,restaurant,10245,Friedrichshain,52.5129554,13.4576396
node,Gastst�tte zur S-Bahn,restaurant,12621,Kaulsdorf,52.5124404,13.5878692
node,Gasthof zum Oberfeld,restaurant,12621,Kaulsdorf,52.5157169,13.5935903
node,Pizza Pasta Gatow,restaurant,,,52.5114588,13.1813993
node,La Posta Trattoria,restaurant,13595,Wilhelmstadt,52.5093453,13.1811526
node,Die Henne - Alt-Berliner Wirtshaus,restaurant,,,52.5041530,13.4177503
node,Hoa Rong,restaurant,,,52.5197141,13.3877509
node,Marians Imbiss,fast_food,13509,,52.5957358,13.2909387
node,Machiavelli,restaurant,14195,Grunewald,52.4747998,13.2781793
node,Andaz,restaurant,,,52.5993861,13.3011493
node,Sida,restaurant,12163,Steglitz,52.4605144,13.3231312
node,Eiffel,restaurant,10711,Halensee,52.4979888,13.2944721
node,Xantener Eck,restaurant,10707,Wilmersdorf,52.4988221,13.3076456
node,Casa di Maria,restaurant,10719,Wilmersdorf,52.4968112,13.3244465
node,Milchladen,fast_food,10999,Kreuzberg,52.5017860,13.4165373
node,Shaan,restaurant,12055,Neuk�lln,52.4739548,13.4468535
node,Restaurant Louis,restaurant,12055,Neuk�lln,52.4743381,13.4452803
node,Da Ponte,restaurant,10557,Moabit,52.5220908,13.3488231
node,Trattoria Fidelia,restaurant,10557,Moabit,52.5194762,13.3556992
node,Zollpackhof,restaurant,10557,Moabit,52.5212821,13.3668503
node,Schleusenkrug,restaurant,10623,Tiergarten,52.5112754,13.3359880
node,Britzer M�hle,restaurant,12349,Britz,52.4322035,13.4346212
node,Schloss Britz,restaurant,12359,Britz,52.4468121,13.4377895
node,R�ya Gem�se Kebab,restaurant,10585,Charlottenburg,52.5137921,13.3170309
node,,restaurant,,,52.5033789,13.3273717
node,Patatas,restaurant,,,52.4262934,13.2092834
node,Restaurant Angkor Wat,restaurant,10557,Moabit,52.5201925,13.3558888
node,La Fiamma,fast_food,10827,Sch�neberg,52.4883451,13.3580098
node,Wirtshaus Zur Pfaueninsel,restaurant,14109,Wannsee,52.4283069,13.1223345
node,Trattoria Piazza Siciliana,restaurant,14163,Zehlendorf,52.4303230,13.2303697
node,Kante,restaurant,10997,Kreuzberg,52.5001321,13.4387908
node,Restaurant Freischwimmer,restaurant,10997,Kreuzberg,52.4973483,13.4507972
node,cielo di berlino,restaurant,10829,Sch�neberg,52.4881781,13.3703210
node,Doree 65,restaurant,13353,Wedding,52.5400018,13.3527311
node,Bardolino,restaurant,12249,Lankwitz,52.4339798,13.3592072
node,Hans Wurscht,fast_food,12249,Lankwitz,52.4272986,13.3655814
node,Restaurant Rhodos,restaurant,12526,Bohnsdorf,52.4113317,13.5730007
node,Spielelandschaft,fast_food,,,52.4325080,13.4080288
node,Alter Krug,restaurant,14195,Dahlem,52.4578483,13.2882349
node,Mario,restaurant,12161,Friedenau,52.4750769,13.3234069
node,Burger King,fast_food,12101,,52.4803876,13.3851493
node,Schneewei�,restaurant,10245,Friedrichshain,52.5086453,13.4582032
node,Alte Turnhalle Berlin,restaurant,10245,Friedrichshain,52.5071989,13.4652987
node,Vereinszimmer,restaurant,,,52.4900001,13.3825068
node,Osteria N� 1,restaurant,10965,,52.4897750,13.3832177
node,Pagode,restaurant,,Kreuzberg,52.4893112,13.3933939
node,Bootshaus,restaurant,14089,,52.4586339,13.1126606
node,Chai Ji,restaurant,10247,Friedrichshain,52.5165430,13.4635392
node,J?netsu,restaurant,10247,Friedrichshain,52.5131538,13.4620486
node,Eatalian,restaurant,10247,,52.5122684,13.4614486
node,mausi.,restaurant,12055,Neuk�lln,52.4747630,13.4469517
node,Restaurant Villa Rixdorf,restaurant,12055,Neuk�lln,52.4742277,13.4447503
node,Gambrinus,restaurant,10115,,52.5264453,13.3879477
node,Sahoi,restaurant,,,52.5264338,13.3877486
node,Dada Falafel,fast_food,10115,Mitte,52.5264639,13.3882449
node,Amrit,restaurant,10117,,52.5259421,13.3896272
node,Uferlos,restaurant,13357,Gesundbrunnen,52.5506079,13.3733546
node,World of Pizza,fast_food,13051,Neu-Hohensch�nhausen,52.5658467,13.5035112
node,Mensa FU Lankwitz Malteserstra�e,restaurant,12249,,52.4254960,13.3573392
node,Homey,restaurant,13349,Wedding,52.5569578,13.3409564
node,Scorpion,restaurant,,,52.5288230,13.3429030
node,Tandoori,restaurant,13088,Wei�ensee,52.5498822,13.4626939
node,Il Castello,restaurant,13125,Buch,52.6350391,13.4995197
node,Fr�ulein Kimchi,restaurant,13088,Wei�ensee,52.5453918,13.4524178
node,Plus Minus Null,restaurant,10245,Friedrichshain,52.5117760,13.4575389
node,Habana,restaurant,10245,Friedrichshain,52.5118836,13.4567958
node,Hannibal,restaurant,10245,Friedrichshain,52.5091398,13.4598832
node,il Ritrovo,restaurant,10245,Friedrichshain,52.5095667,13.4580847
node,Pizza Dach Aceto Lokanta,fast_food,10245,Friedrichshain,52.5104805,13.4562191
node,Lemongrass,restaurant,10245,Friedrichshain,52.5124786,13.4571679
node,TAT,restaurant,10247,Friedrichshain,52.5133893,13.4586453
node,Vegan Garden,restaurant,10247,Friedrichshain,52.5158783,13.4585430
node,Koy,restaurant,10247,Friedrichshain,52.5168019,13.4621382
node,Casablanca,fast_food,,,52.5168400,13.4619531
node,Tashkent,restaurant,10247,Friedrichshain,52.5174079,13.4658508
node,Bistro Samariter,fast_food,,,52.5183560,13.4658491
node,Papaleo,restaurant,10247,Friedrichshain,52.5179670,13.4676240
node,Asahi Sushi,restaurant,10247,,52.5153424,13.4718520
node,Yogi Haus,restaurant,10247,Friedrichshain,52.5151203,13.4716078
node,Akcan D�ner,fast_food,10247,Friedrichshain,52.5149029,13.4737036
node,Rigas Pizza Box,fast_food,10247,,52.5148419,13.4739485
node,Shanghai,restaurant,10247,Friedrichshain,52.5138719,13.4709298
node,Stara Ku?a,restaurant,13595,Wilhelmstadt,52.5119508,13.1979481
node,Lagunen-Eck,restaurant,,,52.4318874,13.7133375
node,Restaurant Athos,restaurant,10365,Lichtenberg,52.5129887,13.5012738
node,Kurhaus Korsakow,restaurant,10245,Friedrichshain,52.5112327,13.4608889
node,Trattoria Cinque,restaurant,,,52.5113289,13.4585625
node,The Smokehouse Bar & Barbeque,restaurant,10245,Friedrichshain,52.5126429,13.4592514
node,Euphoria,restaurant,10245,Friedrichshain,52.5116145,13.4567297
node,li.ke,restaurant,10245,Friedrichshain,52.5115943,13.4586892
node,Akl�,restaurant,10245,Friedrichshain,52.5103281,13.4545378
node,Zeus Pizza & Pide,restaurant,10245,,52.5124065,13.4590950
node,Ristorante Da Toni,restaurant,10707,Wilmersdorf,52.4982635,13.3190018
node,Burger King,fast_food,13597,Spandau,52.5375361,13.2034674
node,Hasir,restaurant,,,52.5382994,13.2067559
node,Aroma,restaurant,10625,Charlottenburg,52.5063437,13.3155769
node,Burger King,fast_food,,,52.4339621,13.1911015
node,Burger King,fast_food,10407,,52.5294640,13.4580370
node,Luxa,fast_food,,,52.5286587,13.4090078
node,Lalibela,restaurant,,,52.4953274,13.4303555
node,Cocochu,restaurant,10999,,52.4940969,13.4286005
node,Olivio,restaurant,,,52.4919428,13.4211845
node,La La,restaurant,10967,Kreuzberg,52.4929941,13.4143954
node,Melissa,restaurant,10245,Friedrichshain,52.4989849,13.4642845
node,Athena Roma,restaurant,13189,Pankow,52.5609827,13.4237284
node,Chay Long,restaurant,10967,Kreuzberg,52.4925901,13.4171934
node,Chinapfanne,fast_food,,,52.4268197,13.4349825
node,Muro D�ner Kebap,fast_food,,,52.4268714,13.4349794
node,Gastst�tte G7,restaurant,13595,Wilhelmstadt,52.5203123,13.1877687
node,Trattoria Da Pia,restaurant,10409,Prenzlauer Berg,52.5426870,13.4382723
node,The Hummus Club,restaurant,10245,Friedrichshain,52.5124653,13.4588561
node,Burger Jam,restaurant,10245,Friedrichshain,52.5124787,13.4587818
node,Asiana Village,restaurant,,,52.5953151,13.3353055
node,Imbiss am M�ggelturm,fast_food,,,52.4168757,13.6252804
node,M�ggelsee-Terrassen R�bezahl,restaurant,,,52.4268637,13.6290994
node,Pascarella,restaurant,10625,Charlottenburg,52.5076989,13.3180576
node,George's Steakhouse,restaurant,,,52.4977937,13.3246353
node,Berlin Burrito Company,restaurant,10625,Charlottenburg,52.5066650,13.3098529
node,Da Mingiu,restaurant,,,52.5924426,13.3263936
node,J�ger & Lustig,restaurant,10243,Friedrichshain,52.5134101,13.4480647
node,Bistro Nazar,fast_food,,,52.4844684,13.3852862
node,Plancha II,restaurant,,,52.5417561,13.1993753
node,Sch�tzen-Wirtin,restaurant,,,52.4147548,13.1769686
node,Vietnam K�che,fast_food,12526,Gr�nau,52.4115191,13.5735374
node,QBA,restaurant,10117,Mitte,52.5259949,13.3894424
node,Alimentari Totti,restaurant,10967,Kreuzberg,52.4913234,13.4200758
node,Il Casolare,restaurant,10967,Kreuzberg,52.4949133,13.4155131
node,Budike,restaurant,10249,Friedrichshain,52.5251899,13.4519782
node,Wurst,fast_food,,,52.5172949,13.3769238
node,Rossini III,restaurant,12623,Mahlsdorf,52.4955607,13.6113563
node,Risa Chicken,fast_food,12277,Marienfelde,52.4105368,13.3818276
node,Marjan Grill,restaurant,10557,,52.5200654,13.3469194
node,Fourty Years,restaurant,10967,Kreuzberg,52.4923209,13.4182784
node,Brutzelst�bchen,fast_food,,,52.4883391,13.3399468
node,Bahar Restaurant,restaurant,10827,Sch�neberg,52.4814663,13.3483784
node,Haupt Grill,fast_food,10827,Sch�neberg,52.4813345,13.3481061
node,Max und Moritz,fast_food,10827,Sch�neberg,52.4854609,13.3554125
node,Ristorante Pantalone,restaurant,,,52.6331209,13.2886358
node,Ristorante Da Guiliano,restaurant,13507,Tegel,52.5881097,13.2855979
node,Restorante Pescara,restaurant,13585,Spandau,52.5442796,13.2040241
node,Omonia Treff,restaurant,13585,Spandau,52.5444220,13.2043698
node,Yes Haus,restaurant,13467,Hermsdorf,52.6196845,13.3134918
node,Zum K�hlen Grunde,restaurant,13467,Hermsdorf,52.6178576,13.3270593
node,Gasthof Alter Dorfkrug L�bars,restaurant,13469,,52.6201531,13.3563271
node,Graffiti,restaurant,10707,Charlottenburg,52.5003573,13.3075025
node,Subway,fast_food,10707,,52.5001539,13.3119651
node,Sotto,restaurant,13347,Gesundbrunnen,52.5428561,13.3764121
node,Julius,restaurant,13347,Wedding,52.5449690,13.3682112
node,Mehregan Maroufi Space,restaurant,10627,Charlottenburg,52.5069518,13.2980143
node,Rocco,restaurant,14057,Charlottenburg,52.5103534,13.2918920
node,Metropol,fast_food,,,52.5254302,13.4455523
node,Il Giardino,restaurant,12161,Friedenau,52.4666443,13.3249631
node,Ristorante Italiano,restaurant,10407,Prenzlauer Berg,52.5278248,13.4517323
node,KFC,fast_food,10789,Charlottenburg,52.5048560,13.3370720
node,Viet Bowl,restaurant,10249,Friedrichshain,52.5232113,13.4533349
node,Pho Co,fast_food,10249,Friedrichshain,52.5247350,13.4527380
node,Lemongrass,restaurant,10115,Mitte,52.5352762,13.3993689
node,Sushi Shop,fast_food,10555,Moabit,52.5264989,13.3306162
node,Restaurant Meteora,restaurant,13086,Wei�ensee,52.5557801,13.4342268
node,Lakeside,restaurant,13507,Tegel,52.5884273,13.2747189
node,Kaplan,fast_food,,,52.5461326,13.3591332
node,Mac's Deluxe,fast_food,,,52.5274850,13.4801013
node,Laventes Grill,fast_food,,,52.5888213,13.2847477
node,Baba Sultan K�fteci,fast_food,13353,Wedding,52.5458893,13.3588162
node,Lahmacun Kebab Haus,fast_food,13353,,52.5456829,13.3575780
node,Krua Thai,restaurant,13353,Wedding,52.5458705,13.3578292
node,Beef Bowl,fast_food,13353,Wedding,52.5466314,13.3591493
node,Asia Imbiss,fast_food,13353,Wedding,52.5466466,13.3592059
node,Currywurst am Leo,fast_food,,,52.5465521,13.3597523
node,BLOCK HOUSE,restaurant,10243,Friedrichshain,52.5177087,13.4404440
node,Spross Caf� Bistro,fast_food,10243,Friedrichshain,52.5160527,13.4400654
node,Green Curve,restaurant,12489,Adlershof,52.4296331,13.5374711
node,Bagel Company,fast_food,12489,Adlershof,52.4323310,13.5358496
node,Subway,fast_food,,,52.4326337,13.5351670
node,Nawab,restaurant,10249,,52.5201134,13.4499870
node,Pomodorino,restaurant,10249,,52.5222924,13.4497069
node,McDonald's,fast_food,,,52.5210730,13.4122205
node,Currywurst Express,fast_food,10179,Mitte,52.5211976,13.4118911
node,Hee Lam Mun,restaurant,,,52.4599593,13.3121913
node,Viale dei Tigli,restaurant,10117,Mitte,52.5148686,13.3811135
node,Ristorante Avellino,restaurant,13187,Pankow,52.5689318,13.4089817
node,Erdton Zen,restaurant,10249,Friedrichshain,52.5217000,13.4352292
node,Qadmous,restaurant,10407,,52.5296371,13.4363335
node,Lang Van II,restaurant,10243,Friedrichshain,52.5163455,13.4455639
node,Cult D�ner,fast_food,10119,,52.5343736,13.4051897
node,Nauta,restaurant,10119,Mitte,52.5342070,13.4050110
node,Aapka,restaurant,10119,Mitte,52.5339909,13.4048341
node,Dubrovnik-Grill,restaurant,13507,Tegel,52.5767714,13.2936581
node,Cantina,restaurant,,,52.5326585,13.4528749
node,W Der Imbiss,restaurant,10119,,52.5342862,13.4050916
node,Al Parco,restaurant,10407,Prenzlauer Berg,52.5298272,13.4447868
node,Sportsbar,restaurant,,,52.5963736,13.3461978
node,Restaurant Senova,restaurant,,,52.5286027,13.4491113
node,Dolce Vita,fast_food,13051,,52.5711210,13.5000169
node,Happy Buddha,restaurant,12279,,52.4137071,13.3637958
node,Pizza Ciao,fast_food,12279,,52.4133977,13.3630022
node,Colombina,restaurant,12279,,52.4134914,13.3624551
node,Adrijana Grill,restaurant,,,52.4131836,13.3634937
node,La Luna,restaurant,,,52.4141666,13.3635792
node,Seven Grill,fast_food,,,52.4143333,13.3643082
node,Palace,restaurant,14059,Charlottenburg,52.5192592,13.2986637
node,La Bigoud�ne,restaurant,10119,Mitte,52.5343630,13.4030290
node,Atame,restaurant,10178,,52.5235718,13.4068594
node,Hangi Sushi,restaurant,,,52.5340690,13.4045680
node,La Focacceria,restaurant,10119,Mitte,52.5336497,13.4034671
node,Thai Sushi & More,restaurant,10119,Mitte,52.5337670,13.4053990
node,Satyam,restaurant,10623,Charlottenburg,52.5089244,13.3220054
node,Moghul,restaurant,10823,Sch�neberg,52.4870643,13.3552616
node,papaya,restaurant,10965,Kreuzberg,52.4885454,13.4073498
node,St�ndige Vertretung,restaurant,10117,Mitte,52.5212101,13.3853311
node,Adonia,restaurant,10117,Mitte,52.5215872,13.3850713
node,Volver,restaurant,10117,Mitte,52.5223526,13.3798810
node,Vaporetto,restaurant,10117,Mitte,52.5210049,13.3850412
node,Anand,restaurant,10117,,52.5212138,13.3849693
node,Vapiano,restaurant,,,52.5101889,13.3763490
node,Cinque,restaurant,10117,Mitte,52.5228146,13.3824135
node,Dehlers,restaurant,10117,Mitte,52.5236266,13.3853444
node,Van-Long,restaurant,,,52.5238004,13.3865223
node,Akito,restaurant,,,52.5238713,13.3868725
node,Roma,restaurant,10117,Mitte,52.5250993,13.3871462
node,Bombay,restaurant,10117,Mitte,52.5231491,13.3884968
node,dean&david,fast_food,,,52.5197964,13.3892871
node,Peter Pane,restaurant,10117,Mitte,52.5208138,13.3884622
node,Hans im Gl�ck,restaurant,,,52.5210934,13.3883972
node,Saigon Kitchen 1985,restaurant,12247,Lankwitz,52.4297742,13.3333174
node,La Montanara,restaurant,12247,Lankwitz,52.4390321,13.3440299
node,Zoki's,restaurant,,,52.4396315,13.3422947
node,Aris D�ner & Burger,fast_food,13359,Gesundbrunnen,52.5644598,13.3927796
node,Urban Grill Burek House,fast_food,10627,Charlottenburg,52.5067896,13.3077721
node,Yangguofu Malatang,fast_food,10119,Mitte,52.5307267,13.4023299
node,Fergy Detroit Pan Pizza,fast_food,10119,,52.5294320,13.4011940
node,Lokal,restaurant,10115,,52.5278753,13.3949010
node,B�tzow Privat,restaurant,10115,Mitte,52.5274962,13.3926644
node,Brechts,restaurant,10117,Mitte,52.5214720,13.3858710
node,Ganymed,restaurant,10117,Mitte,52.5217210,13.3863157
node,Bonjour Vietnam,restaurant,10117,,52.5161429,13.3899146
node,3 minutes sur mer,restaurant,10115,Mitte,52.5291046,13.3954604
node,Landhaus Botanischer Garten,restaurant,,,52.4517727,13.3098870
node,Piaggio,restaurant,14195,Dahlem,52.4576996,13.2907097
node,Nett,restaurant,12161,Friedenau,52.4673215,13.3217196
node,Macedonia,restaurant,12205,Lichterfelde,52.4433740,13.2951737
node,Pino,restaurant,12161,Friedenau,52.4726746,13.3217637
node,Cafe Surf Inn,restaurant,12209,Lichterfelde,52.4246828,13.3307770
node,Opera Italiana,restaurant,14059,Charlottenburg,52.5192482,13.2984365
node,La Trattoria Toscana,restaurant,14059,Charlottenburg,52.5140217,13.2973968
node,Maroush,fast_food,10999,Kreuzberg,52.5009253,13.4188550
node,McDonald's,fast_food,10997,,52.5006682,13.4362450
node,Restaurant Gourmet Sud,restaurant,14163,,52.4458169,13.2428177
node,Hisar,fast_food,10965,,52.4929355,13.3687704
node,Pirosmani,restaurant,10997,Kreuzberg,52.5006932,13.4316156
node,Bistro,restaurant,,,52.4710833,13.5652273
node,Bistro Kaya,fast_food,,,52.5248829,13.1424802
node,M�LI,restaurant,12459,Obersch�neweide,52.4682137,13.5142493
node,Stella del K�p,restaurant,12459,Obersch�neweide,52.4557061,13.5525110
node,Standard Pizza,restaurant,10119,Prenzlauer Berg,52.5328438,13.4086146
node,Zen Garden,restaurant,14129,Nikolassee,52.4270030,13.2180894
node,Sanabel,fast_food,10245,Friedrichshain,52.5110815,13.4584427
node,Golden Garden,restaurant,,,52.4171466,13.3244761
node,Tepe,fast_food,12051,,52.4685334,13.4304135
node,Asia Restaurant Sonne,restaurant,14057,Charlottenburg,52.5066568,13.2845552
node,Thomas-Eck,restaurant,10627,Charlottenburg,52.5079886,13.3092361
node,Wernesgr�ner B,restaurant,10318,Karlshorst,52.4864909,13.5264960
node,Anna Kim,restaurant,10318,Karlshorst,52.4866486,13.5272175
node,Ristorante Pizzeria Dino,restaurant,10625,Charlottenburg,52.5077210,13.3113863
node,Don Giovanni,restaurant,10557,Moabit,52.5230939,13.3597499
node,GLS Cafeteria,restaurant,,,52.5369413,13.4084601
node,Prime Kebab,fast_food,14052,Westend,52.5103092,13.2713450
node,Kn�delwirtschaft Nord,restaurant,10437,Prenzlauer Berg,52.5474445,13.4143029
node,Van Hoa,restaurant,10437,Prenzlauer Berg,52.5476774,13.4147301
node,Rosati,restaurant,10627,Charlottenburg,52.5113714,13.3078414
node,Oriental,restaurant,10437,Prenzlauer Berg,52.5462471,13.4126291
node,Sadhu,restaurant,10437,Prenzlauer Berg,52.5452831,13.4214478
node,Riha Bistro,fast_food,10119,,52.5329338,13.3997845
node,Frau Mittenmang,restaurant,10439,Prenzlauer Berg,52.5502850,13.4193202
node,Pap� Pane di Sorrento,restaurant,10115,Mitte,52.5320900,13.3963020
node,Asman,restaurant,10115,,52.5315752,13.3965969
node,Pret A Manger,fast_food,,,52.5092183,13.3770918
node,Treffpunkt Berlin,restaurant,10117,Mitte,52.5178945,13.3882827
node,44 Brekkie,restaurant,10245,Friedrichshain,52.5093265,13.4579704
node,Boccadoro,restaurant,12209,Lichterfelde,52.4239489,13.3306356
node,Alimentari,restaurant,,,52.5339232,13.4020087
node,Italofritzen,restaurant,,Mitte,52.5226168,13.3882443
node,Tugra,restaurant,10709,Halensee,52.4987072,13.2987243
node,Siena,restaurant,13158,Rosenthal,52.5931545,13.3819714
node,,fast_food,,,52.3898738,13.6507094
node,Irem Bistro,fast_food,,,52.5980190,13.3764618
node,Salt & Pepper,restaurant,10245,Friedrichshain,52.5050491,13.4689520
node,Pizzeria La Riviera,restaurant,14089,,52.4508283,13.1466473
node,Burger Garden,fast_food,,,52.4341170,13.4215617
node,McDonald's,fast_food,13599,Haselhorst,52.5375820,13.2191283
node,Viet Duc,restaurant,,,52.6140483,13.4695365
node,Poco Loco,restaurant,13125,Karow,52.6151487,13.4846529
node,Ristorante Da Giovanni,restaurant,,,52.4323270,13.7133460
node,Neu Venedig,restaurant,12589,Rahnsdorf,52.4312520,13.7085775
node,Bistro 93,fast_food,10243,Friedrichshain,52.5176798,13.4410506
node,ChiMi asia fusion,restaurant,13086,Wei�ensee,52.5524002,13.4487348
node,Trattoria Zoe,restaurant,10437,Prenzlauer Berg,52.5420573,13.4232648
node,Il Ducato,restaurant,13629,Siemensstadt,52.5351839,13.2710239
node,Francucci�s Ristorante,restaurant,10709,Halensee,52.4992112,13.3016415
node,Mac Kebab,fast_food,,,52.5122600,13.5885443
node,Gasthaus Renger-Patzsch,restaurant,10823,Sch�neberg,52.4874226,13.3521024
node,La Fattoria,restaurant,12165,,52.4585364,13.3165662
node,D�nerpoint,fast_food,12683,,52.5057935,13.5604279
node,BigPan,restaurant,13158,,52.5933981,13.4025984
node,Sorrel,restaurant,12047,,52.4900553,13.4338383
node,Nour,fast_food,10997,Kreuzberg,52.4984909,13.4424784
node,Vamos!,restaurant,,,52.4999531,13.4435706
node,Life Berlin,restaurant,12047,Neuk�lln,52.4917372,13.4331113
node,Pizzeria Piccola Musica,fast_food,,,52.4982746,13.4302367
node,Pizza Espresso,fast_food,10997,,52.5007365,13.4420873
node,BEST Chicken,fast_food,10997,Kreuzberg,52.5006645,13.4422489
node,Golden Ginkgo,restaurant,10997,,52.4994429,13.4454305
node,Park-Imbiss,fast_food,,,52.5924287,13.2668639
node,Ristorante Cascina,restaurant,,,52.6202937,13.3137992
