@type,name,amenity,addr:postcode,addr:suburb,@lat,@lon
node,Yogi Haus,restaurant,12209,Lichterfelde,52.4289330,13.3300816
node,Gasthaus zur Gem�tlichkeit,restaurant,12437,Baumschulenweg,52.4569585,13.4696904
node,Sushi for you,restaurant,12359,Britz,52.4376413,13.4477267
node,Hafis,restaurant,14057,Charlottenburg,52.5061535,13.2831982
node,Ristorante Stella Marina,restaurant,12305,Buckow,52.4138752,13.4018756
node,Zur Tr�nke,restaurant,12307,,52.3965181,13.3810666
node,Tianfuzius,restaurant,10777,Sch�neberg,52.4959209,13.3404775
node,Caf� Peri,restaurant,10247,Friedrichshain,52.5130096,13.4595715
node,YeBo Restaurant Grill,fast_food,10247,Friedrichshain,52.5143976,13.4656318
node,Asia Point,restaurant,10247,Friedrichshain,52.5178432,13.4537508
node,Khao Taan,restaurant,10245,Friedrichshain,52.5086609,13.4637860
node,D�ner Eck,fast_food,,,52.5761723,13.2952951
node,Big Bascha,restaurant,10553,Moabit,52.5277068,13.3272663
node,Mezos,restaurant,12051,,52.4684303,13.4295399
node,Vdoma,restaurant,12527,Gr�nau,52.4189080,13.5794321
node,Falco' Slice,restaurant,10997,Kreuzberg,52.4978900,13.4418722
node,Shiso Burger,fast_food,10119,Mitte,52.5268675,13.4077187
node,M�dchenitaliener,restaurant,10119,Mitte,52.5269301,13.4077863
node,La Tettoia,restaurant,10551,Moabit,52.5282981,13.3305140
node,Veracruz,restaurant,12587,Friedrichshagen,52.4556777,13.6255686
node,Caf� sch�ngr�n,restaurant,13469,,52.6080534,13.3684997
node,UnfassBar,restaurant,12587,Friedrichshagen,52.4567940,13.6249640
node,B�lsche Imbiss,fast_food,12587,Friedrichshagen,52.4566497,13.6251513
node,Th�ringer Ritter Rostbratwurst,fast_food,12587,Friedrichshagen,52.4564414,13.6251105
node,Bobbe,restaurant,10779,,52.4933428,13.3343405
node,Caphe HOA 2,restaurant,10999,Kreuzberg,52.4978040,13.4295309
node,Nefis Gem�se Kebap,fast_food,10999,Kreuzberg,52.5003538,13.4188439
node,Pizza,fast_food,,,52.4652544,13.3853593
node,Bamboo�s Hut Asiatische K�che & Sushi Bar,restaurant,10249,Friedrichshain,52.5265318,13.4237260
node,Mauna Kea,restaurant,12587,Friedrichshagen,52.4525491,13.6251897
node,Trattoria Toscana,restaurant,,,52.5383566,13.4195004
node,Schlossburger,fast_food,12557,K�penick,52.4433007,13.5690341
node,Apne Berlin,restaurant,12349,Buckow,52.4161293,13.4044131
node,Co Do,restaurant,14089,Kladow,52.4545324,13.1433493
node,The Mood Burger,fast_food,10997,Kreuzberg,52.4999054,13.4407136
node,Knusperh�uschen,restaurant,14089,Gatow,52.4708842,13.1706566
node,Dr. To's,restaurant,,,52.4860035,13.4350056
node,Restaurant Morgenland,restaurant,13469,Waidmannslust,52.6076773,13.3219465
node,Caf� im Wasserturm,restaurant,10829,Sch�neberg,52.4812913,13.3563055
node,Il Giradischi,restaurant,10435,Prenzlauer Berg,52.5397718,13.4070303
node,Prime Kebap,fast_food,13589,Falkenhagener Feld,52.5490911,13.1780980
node,Trattoria Adillo,restaurant,13589,Falkenhagener Feld,52.5538983,13.1665221
node,B�tzow-Baude,fast_food,13589,Falkenhagener Feld,52.5608688,13.1716845
node,Nomad,restaurant,10115,,52.5295928,13.3894610
node,Tolle Knolle Imbiss,fast_food,,,52.5120075,13.4348643
node,Trattoria Il Monello,restaurant,12487,,52.4530074,13.5101968
node,Sofia Bar,restaurant,10249,Friedrichshain,52.5237949,13.4312635
node,Simpl�,restaurant,13593,Staaken,52.5195997,13.1633516
node,Trattoria Villa Arcino's,restaurant,13593,Wilhelmstadt,52.5107801,13.1716194
node,Il Passetto,restaurant,13595,Wilhelmstadt,52.5075079,13.1975796
node,Mido XBerg,restaurant,10961,Kreuzberg,52.4894382,13.3967172
node,King-Men,restaurant,13583,Falkenhagener Feld,52.5498748,13.1706172
node,Wilde Oscar,restaurant,10629,Charlottenburg,52.5043987,13.3099204
node,Cubi,restaurant,13597,Spandau,52.5385195,13.2067062
node,Pizzeria Roma,restaurant,13597,Spandau,52.5365068,13.2045875
node,Buenos Aires,restaurant,,Wilhelmstadt,52.5180780,13.1975475
node,Faelt,restaurant,10823,Sch�neberg,52.4891766,13.3548466
node,Snacky 64,fast_food,13585,Spandau,52.5535245,13.2076444
node,Restaurant Bergers Bootshaus,restaurant,13599,Haselhorst,52.5507101,13.2362422
node,Grill Royal,restaurant,10117,Mitte,52.5225633,13.3884395
node,Grillhaus,fast_food,12059,Neuk�lln,52.4862453,13.4468409
node,Sahara,restaurant,12045,,52.4832600,13.4419475
node,Burger King,fast_food,13089,Heinersdorf,52.5684022,13.4283308
node,Restaurant Mehek,restaurant,13585,Spandau,52.5463644,13.2029054
node,Yuumi,restaurant,10317,Rummelsburg,52.5015230,13.4908156
node,Wurstmax,fast_food,14053,Westend,52.5128120,13.2439419
node,Caf� Jacques,restaurant,12047,Neuk�lln,52.4942274,13.4254632
node,Hot Pot Soup,fast_food,10965,Kreuzberg,52.4879074,13.3942340
node,MMC Pizza & Pasta,fast_food,12107,Mariendorf,52.4237258,13.3964151
node,Mirabelle,restaurant,13187,Pankow,52.5676332,13.3906611
node,Caf� Restaurant am Salzufer,restaurant,10587,Charlottenburg,52.5181826,13.3234341
node,The New Sora,restaurant,10245,,52.5062356,13.4654283
node,Luardi,restaurant,,,52.5020333,13.3292818
node,Mai Kudamm,restaurant,,,52.5018230,13.3292446
node,Zehlendorfer Hof,restaurant,14163,,52.4341166,13.2469759
node,Fatica,restaurant,14163,,52.4341564,13.2473019
node,Tad?m Ocakba?? Restorant,restaurant,10961,,52.4930013,13.3950033
node,Dunkin',fast_food,12043,Neuk�lln,52.4863922,13.4246890
node,steelshark Sushi Bar,fast_food,,,52.4856563,13.4263118
node,D�R�MC� Osman,fast_food,,,52.4696225,13.4421620
node,Agni,restaurant,10409,Prenzlauer Berg,52.5491758,13.4288166
node,B�ckspace Pizza,fast_food,13086,Wei�ensee,52.5517237,13.4535691
node,Asteria,restaurant,,,52.5416126,13.4117933
node,Mr. Le,restaurant,,,52.5421225,13.4117790
node,Kochu Karu,restaurant,10437,Prenzlauer Berg,52.5414285,13.4091681
node,Vedi's,restaurant,10437,Prenzlauer Berg,52.5417677,13.4117854
node,Les Valseuses,restaurant,10437,Prenzlauer Berg,52.5412875,13.4108549
node,Dong Do,restaurant,10437,Prenzlauer Berg,52.5412607,13.4111452
node,M�rz,restaurant,10437,Prenzlauer Berg,52.5472651,13.4154874
node,Cafe am Fliess,restaurant,13129,Stadtrandsiedlung Malchow,52.5846769,13.4691326
node,Pho Dang,restaurant,10245,Friedrichshain,52.5063176,13.4706450
node,The Fresh Seeds,restaurant,10245,Friedrichshain,52.5064290,13.4694631
node,Kamiko,restaurant,10961,,52.4893372,13.3931813
node,Aceto Lokanta,restaurant,10245,Friedrichshain,52.5070410,13.4687435
node,Pizzeria Toscana,restaurant,,,52.5679202,13.3127309
node,Suzette Cr�perie,restaurant,10437,Prenzlauer Berg,52.5432070,13.4148986
node,Namsan,restaurant,10965,,52.4883702,13.3905756
node,63 Gem�se Kebab,fast_food,,,52.4720649,13.3355466
node,Chay Umi,restaurant,10437,Prenzlauer Berg,52.5474555,13.4142029
node,Italian Food Berlin,restaurant,10435,Prenzlauer Berg,52.5402704,13.4112195
node,Spreegold,restaurant,10437,Prenzlauer Berg,52.5477552,13.4139245
node,Restaurant Kalaja,restaurant,12045,,52.4822814,13.4406731
node,Mami's Food & Wine,restaurant,10435,Prenzlauer Berg,52.5391004,13.4088018
node,Sindbad Speisen&Caf�,fast_food,12045,,52.4848151,13.4377050
node,Glory Duck,restaurant,10245,Friedrichshain,52.5056169,13.4661887
node,Bettenhaus,restaurant,10245,Friedrichshain,52.5055177,13.4663182
node,Links vom Fischladen,restaurant,10437,Prenzlauer Berg,52.5458675,13.4125021
node,Burgermeister,fast_food,10999,,52.4994480,13.4185113
node,Il Camino,restaurant,13465,Frohnau,52.6288246,13.2777938
node,Zhang Lala Beef Noodles,restaurant,10119,Prenzlauer Berg,52.5313815,13.4117710
node,Chompy,restaurant,12047,,52.4904515,13.4293236
node,Transit,restaurant,10967,Neuk�lln,52.4940192,13.4217485
node,la Mardini,restaurant,13409,,52.5647792,13.3769733
node,Fu Li Lai - Fulilai,restaurant,12167,Steglitz,52.4505702,13.3215021
node,Julie La Congolaise,restaurant,13435,Wittenau,52.6031626,13.3345676
node,Long Li House,restaurant,13409,,52.5688295,13.3620268
node,Ph� T�,restaurant,,,52.5706989,13.3612052
node,La Marina,restaurant,13409,Reinickendorf,52.5729987,13.3591035
node,Italienische Snacks,fast_food,13409,Reinickendorf,52.5641258,13.3644514
node,D�ner by Cinar,fast_food,,,52.5654266,13.3631319
node,Amera,restaurant,12103,Tempelhof,52.4672151,13.3825063
node,Bro's D�ner Kepab,fast_food,,,52.5045764,13.4684053
node,Alpen Thomas,restaurant,10627,Charlottenburg,52.5083981,13.3092748
node,Lindwerder,restaurant,14193,,52.4672731,13.1919863
node,Asia Momente,restaurant,,,52.5230092,13.4878566
node,Kun Chi Sushi Bowl,restaurant,13353,Wedding,52.5431950,13.3567809
node,Taste of Beirut,fast_food,,,52.4512645,13.3373906
node,Bamboo Bay,restaurant,10829,Sch�neberg,52.4825313,13.3571194
node,Berlino,restaurant,10967,Kreuzberg,52.4875480,13.4212026
node,Pizzeria da Matteo,restaurant,14050,Westend,52.5205622,13.2675229
node,take a way,fast_food,12435,,52.4899727,13.4556649
node,Yummy Dumpling,restaurant,10437,Prenzlauer Berg,52.5481127,13.4130983
node,Malika's Garden,restaurant,10711,Halensee,52.4966764,13.2914114
node,Vuong Asia Bistro,fast_food,,,52.5051055,13.5613999
node,Rice In,restaurant,10245,Friedrichshain,52.5109579,13.4624792
node,Sch�fer,restaurant,13347,Wedding,52.5525463,13.3621992
node,Poulette,restaurant,10405,Prenzlauer Berg,52.5350373,13.4180044
node,Mabuhay,restaurant,10963,Kreuzberg,52.5042493,13.3761523
node,Hasir Beef Grill Club,restaurant,10709,,52.5001480,13.3058546
node,B�chner,restaurant,12489,Adlershof,52.4359639,13.5549806
node,BLOCK HOUSE,restaurant,10709,Wilmersdorf,52.4996527,13.3067431
node,Papa,restaurant,14059,Charlottenburg,52.5131986,13.2923596
node,Pu:m,restaurant,14059,Charlottenburg,52.5132054,13.2925085
node,Tandoor Haus,restaurant,,,52.5309385,13.4909657
node,Ky Ngo Asia-Imbiss,restaurant,,,52.4690339,13.4473944
node,Ditsch,fast_food,,,52.5006637,13.2839922
node,Kimchi Mama,restaurant,10709,Halensee,52.4981925,13.3003248
node,Imren Grill,fast_food,13349,Wedding,52.5510768,13.3504512
node,Cara,restaurant,10115,Mitte,52.5282530,13.3941359
node,Chiba Sushi,restaurant,14059,Charlottenburg,52.5189076,13.2858157
node,Seoul-Kwan,restaurant,12161,Friedenau,52.4705701,13.3306273
node,Viet Rice,restaurant,10825,Sch�neberg,52.4854056,13.3453381
node,Stern Pizza,fast_food,12099,Tempelhof,52.4641157,13.4004467
node,Mercosy,restaurant,10999,Kreuzberg,52.5006140,13.4174180
node,Subway,fast_food,10247,,52.5227974,13.4627416
node,Le Bon,restaurant,10967,Kreuzberg,52.4910714,13.4205976
node,Lia's Kitchen,fast_food,10967,Kreuzberg,52.4913790,13.4139775
node,Anton Grill,fast_food,13088,Wei�ensee,52.5482846,13.4518219
node,La Sardegna,restaurant,10787,Tiergarten,52.5065367,13.3463168
node,Bui Family � Vietnamese Cuisine,restaurant,13187,Pankow,52.5688097,13.4083511
node,D�ner - Frieden Kebaphaus,fast_food,,,52.5226413,13.4346668
node,dean&david,fast_food,10719,Charlottenburg,52.5038415,13.3299072
node,Hot,fast_food,10178,Mitte,52.5207854,13.4042390
node,Mars Bistro,restaurant,12679,Marzahn,52.5450321,13.5499115
node,Asia Snack,fast_food,12679,Marzahn,52.5452922,13.5512582
node,Aashirvad,restaurant,,,52.5750420,13.5182674
node,Alanya Bistro,fast_food,13059,,52.5743583,13.5093662
node,Kumpir,fast_food,12043,Neuk�lln,52.4827453,13.4342756
node,Madame Dung,restaurant,12207,Lichterfelde,52.4179988,13.3056647
node,Long,restaurant,12099,Tempelhof,52.4577162,13.3843517
node,Meyman,restaurant,12099,Tempelhof,52.4583273,13.3845432
node,Braustube auf der Alten B�rse Marzahn,restaurant,12681,Marzahn,52.5199156,13.5262842
node,McDonald's,fast_food,10623,Charlottenburg,52.5068175,13.3324387
node,Chicken Leckere Mahlzeit,fast_food,12053,Neuk�lln,52.4815339,13.4320137
node,Happy Asia,fast_food,,,52.5406544,13.4138661
node,My Friends Sushi & more,restaurant,12305,Lichtenrade,52.4102069,13.4032632
node,Zum Landsknecht,restaurant,,,52.4946007,13.3277013
node,Call a Pizza,fast_food,12107,Lichtenrade,52.4165288,13.3996517
node,Manakish,restaurant,,,52.5392245,13.3958231
node,Restaurant Meteora,restaurant,12305,Lichtenrade,52.4116829,13.4023977
node,Pho12,restaurant,10779,Sch�neberg,52.4891814,13.3406406
node,Ebe Ano,restaurant,10779,Sch�neberg,52.4940150,13.3374765
node,Lon-Men,restaurant,10779,Wilmersdorf,52.4885750,13.3366833
node,pizza bulls,fast_food,10779,,52.4941956,13.3379617
node,Cafe Aroma,restaurant,10829,Sch�neberg,52.4900421,13.3693719
node,Munch�s Hus,restaurant,10783,Sch�neberg,52.4965192,13.3670548
node,Sumak,restaurant,10997,Kreuzberg,52.4992398,13.4400425
node,Burger am Feld,fast_food,12099,Tempelhof,52.4711232,13.3850806
node,Mexico,restaurant,13158,Wilhelmsruh,52.5851879,13.3645595
node,Meshegur Ineg�l K�fteci,fast_food,13357,Gesundbrunnen,52.5530750,13.3795148
node,Alte Forno,fast_food,13357,Gesundbrunnen,52.5519846,13.3816521
node,Maria,restaurant,10717,Wilmersdorf,52.4878185,13.3313451
node,Maria,restaurant,,,52.4911897,13.3312448
node,Kia Chi,restaurant,10717,Wilmersdorf,52.4911172,13.3312434
node,Com Dai Dung,fast_food,10825,Sch�neberg,52.4881718,13.3376567
node,Robbengatter,restaurant,10825,Sch�neberg,52.4882300,13.3383776
node,Taverna Ousia,restaurant,10825,Sch�neberg,52.4882032,13.3379958
node,Bragato,restaurant,,,52.5022684,13.3036287
node,American Bagel,restaurant,10789,,52.5004048,13.3366841
node,Hasir,restaurant,10789,Wilmersdorf,52.5006477,13.3369484
node,Toro Negro,restaurant,10789,Wilmersdorf,52.5004976,13.3367901
node,Cafe L�tzow,restaurant,10787,Tiergarten,52.5059443,13.3481187
node,Panda Garden,restaurant,13467,Hermsdorf,52.6182835,13.3059918
node,Esse Osteria,restaurant,,,52.5358328,13.4226530
node,�Hola Mexiko!,restaurant,,,52.5468610,13.4057091
node,Istanbul Grill,fast_food,,,52.6182299,13.3066441
node,60 seconds to napoli,restaurant,10435,,52.5377240,13.4113477
node,Berlin Burrito Company,fast_food,10119,Mitte,52.5337329,13.4051378
node,McDonald's,fast_food,10117,,52.5100400,13.3798327
node,Haus des D�ners,fast_food,10119,Mitte,52.5299217,13.4019725
node,Mozzarella & Pomodoro,fast_food,10119,,52.5298814,13.4044250
node,Soup �n Roll,fast_food,10119,Mitte,52.5299145,13.4021279
node,La Premiata Ditta,restaurant,10119,Mitte,52.5306742,13.4022925
node,Vietnam,restaurant,14195,Dahlem,52.4517098,13.2698371
node,Hasir Beef Grill Club,restaurant,,,52.5101712,13.3794447
node,York's Kebap,fast_food,10965,Kreuzberg,52.4928448,13.3865760
node,Sushi For You,fast_food,10589,Charlottenburg,52.5268807,13.3067187
node,Halem Grill,fast_food,13627,Charlottenburg-Nord,52.5374021,13.2859995
node,Trattoria da Nicoletta Ristorante,restaurant,12103,Tempelhof,52.4585086,13.3789403
node,Akcan D�ner,fast_food,13125,Buch,52.6346765,13.4958689
node,Trungvan,restaurant,13088,,52.5600550,13.4601707
node,DocG-Berlin,restaurant,12051,Neuk�lln,52.4689000,13.4349000
node,ZamZam,restaurant,10553,,52.5277874,13.3265438
node,Jemenitisches Restaurant,restaurant,,,52.5278361,13.3260205
node,Kaplan,fast_food,,,52.5358264,13.1995831
node,Tobi's Gastst�tte Britzer Wiesen,restaurant,,,52.4428413,13.4677958
node,Moa Eat,restaurant,10559,Moabit,52.5320669,13.3442546
node,Musuko 1984,restaurant,10553,Moabit,52.5256072,13.3163632
node,Uni-Imbiss,fast_food,,,52.4491475,13.2774886
node,Kreuzberger Himmel,restaurant,,,52.4928619,13.3863746
node,Hotway's,fast_food,10965,,52.4932008,13.3844342
node,Beybaba D�ner,fast_food,13353,Wedding,52.5433454,13.3639990
node,Dukki,restaurant,13353,Wedding,52.5428469,13.3629522
node,Mr. Noodle Chen,restaurant,13353,Wedding,52.5441258,13.3602492
node,Hanoi St.16,restaurant,13353,Wedding,52.5415192,13.3507755
node,Badenscher Hof,restaurant,10715,,52.4862449,13.3274958
node,Antalya,fast_food,,,52.6173756,13.4899797
node,Antalya II,fast_food,,,52.6183862,13.4876108
node,Gr�nes Wasser,fast_food,12099,Tempelhof,52.4558330,13.4013890
node,Roku-ji,restaurant,12043,,52.4854903,13.4293665
node,Mr Imbiss BURGER,fast_food,,,52.5081805,13.3905849
node,Hari Moksh,restaurant,10997,Kreuzberg,52.5056935,13.4316381
node,Call a Pizza,fast_food,12157,Sch�neberg,52.4674918,13.3424105
node,Ristorante Barolo,restaurant,12159,Friedenau,52.4705605,13.3346022
node,Levi's Kitchen,restaurant,12159,Friedenau,52.4711325,13.3356090
node,La Pho,restaurant,10179,Mitte,52.5127649,13.4171778
node,Pizza Slice,restaurant,,,52.4968333,13.3848313
node,Gela's Bistro,restaurant,12157,Sch�neberg,52.4711981,13.3444328
node,Orient Grill Haus,restaurant,,,52.5303277,13.4257868
node,Rosengarten,restaurant,14199,Schmargendorf,52.4773675,13.2823669
node,Naan,restaurant,10435,Prenzlauer Berg,52.5388492,13.4084342
node,Atlantik Fischrestaurant,restaurant,10825,Sch�neberg,52.4792535,13.3445743
node,Mezban,restaurant,10823,Sch�neberg,52.4850530,13.3522209
node,Amici Amici,restaurant,10961,Kreuzberg,52.4927046,13.3872113
node,Phantasia,restaurant,,,52.4922693,13.3870016
node,Taverna Dionysos,restaurant,10961,Kreuzberg,52.4928197,13.3896711
node,Drummers Cafe at the Atlantic Hotel,restaurant,,,38.3244764,-75.2191505
node,Rayne's Reef,restaurant,,,38.3248571,-75.2192074
node,Counter-Clox,restaurant,,,38.3255285,-75.2196085
node,Main Street Deli,restaurant,,,38.3239831,-75.2187790
node,McDonald's,fast_food,10967,Neuk�lln,52.4866744,13.4248777
node,Huong Giang,restaurant,12161,Friedenau,52.4690984,13.3319417
node,Tabar Bar,restaurant,10559,,52.5243041,13.3498171
node,Pizzeria Da. Latto,restaurant,12524,Altglienicke,52.4034068,13.5423574
node,Akropolis,restaurant,12681,Marzahn,52.5281046,13.5397157
node,Ristorante Allegro,restaurant,10789,Charlottenburg,52.5044321,13.3375029
node,Gallo Nero,restaurant,12347,Britz,52.4551213,13.4449022
node,Sofra Grill,restaurant,14199,,52.4754353,13.2911127
node,Pondji,restaurant,12053,Neuk�lln,52.4806716,13.4277402
node,Malafemmena,restaurant,12159,Sch�neberg,52.4737796,13.3383915
node,THE MOOD BURGER,fast_food,12159,Friedenau,52.4716280,13.3357220
node,ALvis,restaurant,10117,Mitte,52.5219949,13.3844511
node,Marienk�fer,restaurant,10117,Mitte,52.5223558,13.3842198
"node,""Restaurant """"1811"""""",restaurant,10629,Charlottenburg,52.5044978,13.3175573"
node,NU,restaurant,10629,Charlottenburg,52.5043173,13.3175440
node,Pizza Como,fast_food,10625,Charlottenburg,52.5050856,13.3171019
node,HeimlichTreu,restaurant,10115,Mitte,52.5357601,13.3988170
node,Curry Dennis,fast_food,,,52.4156548,13.4065493
node,Doha,restaurant,12049,Neuk�lln,52.4743883,13.4273587
node,Patricks Gr�ne Bude,fast_food,14167,,52.4137330,13.2868480
node,Vereinsheim Fr�hliche Eintracht,restaurant,,,52.4513387,13.3997762
node,Bao Vietnamese Cooking,restaurant,12203,,52.4462395,13.3156123
node,Crackers,restaurant,10117,,52.5164251,13.3882615
node,Ristorante Pizzeria Garda,restaurant,10117,Mitte,52.5258949,13.3942487
node,Daluma,restaurant,10119,,52.5305126,13.4021538
node,Il Mondo,restaurant,10367,Lichtenberg,52.5143785,13.4819846
node,XXX Ramen,restaurant,10625,Charlottenburg,52.5061514,13.3132403
node,Toros,fast_food,10997,Kreuzberg,52.4994279,13.4407523
node,Monty's,restaurant,,,52.4998436,13.4391610
node,Romana,restaurant,13595,Spandau,52.5281300,13.1946796
node,Altensteiner Krug,restaurant,14195,Lichterfelde,52.4507329,13.2958679
node,Mmaah,fast_food,10999,Kreuzberg,52.4966040,13.4337304
node,?iribom Grillhaus,fast_food,,,52.4950623,13.4325552
node,Goldies,restaurant,10997,Kreuzberg,52.4997943,13.4250534
node,Pier 13,restaurant,12099,Tempelhof,52.4547611,13.3871806
node,Burgers Berlin,fast_food,10781,Sch�neberg,52.4943150,13.3536665
node,Rani,restaurant,10781,Sch�neberg,52.4943941,13.3536968
node,One and only,restaurant,10781,Sch�neberg,52.4938419,13.3535854
node,Sironi,restaurant,10781,Sch�neberg,52.4935730,13.3534910
node,Phojito,restaurant,10781,Sch�neberg,52.4941243,13.3536562
node,Mai Phai,restaurant,,,52.4631959,13.3288582
node,Zaim Falafel,fast_food,12161,Steglitz,52.4649832,13.3288330
node,Al-Khawali,restaurant,10827,Sch�neberg,52.4898317,13.3593766
node,Die Feinb�ckerei,restaurant,10823,Sch�neberg,52.4888331,13.3578535
node,Nefis,fast_food,,,52.5457730,13.3586095
node,La Criolla Empanadas,restaurant,10243,Friedrichshain,52.5111887,13.4498063
node,Budapest Calling,restaurant,,,52.5193782,13.3945743
node,Holi Cow,fast_food,12053,,52.4772539,13.4353975
node,Kolonja,restaurant,10777,Sch�neberg,52.4960986,13.3412814
node,K�nig D�ner,fast_food,12055,Neuk�lln,52.4714011,13.4411124
node,Pizza Flitzer,restaurant,,,52.4646980,13.4429167
node,Chay Village,restaurant,10781,Sch�neberg,52.4898342,13.3488356
node,District M?t,restaurant,10119,Mitte,52.5277092,13.4034228
node,IIMORI VEGAN,restaurant,10119,Mitte,52.5273466,13.4055970
node,Gr�ne Wiese,restaurant,13089,Heinersdorf,52.5609654,13.4359353
node,Caligari,restaurant,12049,Neuk�lln,52.4758334,13.4237017
node,Xi Gon,restaurant,10249,Friedrichshain,52.5215684,13.4495656
node,Sababa,restaurant,10119,Mitte,52.5338713,13.4047252
node,Asia-Park,restaurant,12557,K�penick,52.4351079,13.5960634
node,Kebap Hayat,fast_food,,,52.4061850,13.5242221
node,Manjurani,restaurant,10623,Charlottenburg,52.5101440,13.3227893
node,Azuma,restaurant,12489,Adlershof,52.4330110,13.5368508
node,Neretva Grill,restaurant,10555,,52.5206609,13.3332020
node,Tran Asia,restaurant,,,52.4359393,13.5431749
node,Aiva Schawarma Falafel Grill,fast_food,10589,Charlottenburg,52.5256319,13.3021475
node,La Maison Chay,restaurant,12101,Tempelhof,52.4831592,13.3818144
node,The Kitchen,fast_food,12159,Friedenau,52.4702618,13.3342960
node,Zsa Zsa Burger,fast_food,10777,Sch�neberg,52.4978943,13.3479902
node,Burgerie,fast_food,10437,Prenzlauer Berg,52.5424998,13.4126360
node,India Spice House,restaurant,10405,Prenzlauer Berg,52.5371845,13.4234864
node,Fadice,restaurant,,Spandau,52.5385358,13.2062343
node,FalaFel,fast_food,10961,,52.4938939,13.3887653
node,Cevdet Usta Grillhaus,fast_food,,,52.5952509,13.3353978
node,Kinh Do,restaurant,13437,Wittenau,52.5944385,13.3329355
node,Pizza Friends,restaurant,,,52.5948279,13.3328390
node,Imbiss Nordtanke,fast_food,13509,Reinickendorf,52.5773738,13.3143942
node,Braust�bl,restaurant,12587,,52.4466024,13.6239054
node,Kodama,restaurant,,,52.4491900,13.6242535
node,Vegan Dimo,restaurant,12587,,52.4517673,13.6245364
node,La Mirada,restaurant,12043,Neuk�lln,52.4780703,13.4395943
node,Mama Kalo,restaurant,12049,,52.4768032,13.4207485
node,City Chicken 2,restaurant,12045,,52.4851039,13.4342513
node,Xi-Mian,restaurant,10115,Mitte,52.5323926,13.3974558
node,Pots,restaurant,10785,,52.5105807,13.3748803
node,Blossom,restaurant,10117,Mitte,52.5173745,13.3902187
node,Sra Bua,restaurant,10117,Mitte,52.5151994,13.3810626
node,Alto,restaurant,,,52.5220750,13.4042530
node,Three Buddies,restaurant,12165,Steglitz,52.4570272,13.3222009
node,Marti - Fischrestaurant,restaurant,,,52.4550878,13.3852339
node,Bergterrasse Marienh�he,restaurant,,,52.4521430,13.3673602
node,Le Tire Bouchon,restaurant,10967,Kreuzberg,52.4915563,13.4199544
node,Domino's,fast_food,12524,Altglienicke,52.4131169,13.5642723
node,T. Viet,fast_food,,,52.4998164,13.3069164
node,D�ner Meile,fast_food,,,52.6077191,13.3249358
node,Zollhaus Pankow,restaurant,13189,Prenzlauer Berg,52.5558531,13.4149771
node,Chicken Buzz,restaurant,10245,Friedrichshain,52.5087621,13.4604007
node,Pizzeria Meyman,restaurant,10243,,52.5136384,13.4535065
node,Catering Service Rodewald,restaurant,,,52.5461493,13.3176486
node,Barbarossa Grill,fast_food,10781,Sch�neberg,52.4919686,13.3510002
node,Kaiju,restaurant,10823,Sch�neberg,52.4897183,13.3506368
node,Onette,restaurant,10823,Sch�neberg,52.4901943,13.3551678
node,Alzad,fast_food,10783,Sch�neberg,52.4983467,13.3619442
node,LPG Kantine,fast_food,10405,,52.5327403,13.4134866
node,Asia Sushi Bar,fast_food,12489,Adlershof,52.4327558,13.5353669
node,Prinzen Burger,fast_food,,,52.4988265,13.4071515
node,Yakoolza,restaurant,10117,Mitte,52.5131181,13.3820385
node,From Hanoi with Love,restaurant,12051,Neuk�lln,52.4714197,13.4294048
node,Mamas Banh,restaurant,10407,Prenzlauer Berg,52.5310497,13.4343329
node,Yak & Yeti,restaurant,12161,Friedenau,52.4752950,13.3245272
node,Falafel Salam,fast_food,10789,Charlottenburg,52.5033807,13.3343609
node,Upper Burger Grill,restaurant,10789,Charlottenburg,52.5033143,13.3342767
node,Shifang House,restaurant,10789,Charlottenburg,52.5032701,13.3349306
node,Peter Pane,restaurant,10789,Charlottenburg,52.5037858,13.3354195
node,Ferri's,restaurant,10789,Charlottenburg,52.5040356,13.3350053
node,Curry Wolf,fast_food,10789,Charlottenburg,52.5038531,13.3355461
node,Levish,restaurant,10719,Charlottenburg,52.5011010,13.3253173
node,Saperavi,restaurant,10719,,52.5012629,13.3253281
node,Piccola Taormina,restaurant,10719,,52.5012445,13.3248798
node,Bar - Batumi,restaurant,10719,Wilmersdorf,52.4989639,13.3249075
node,Fam. Pam,restaurant,10719,Wilmersdorf,52.4997986,13.3245704
node,Il Cielo,restaurant,,,52.4987446,13.3243267
node,L'Amore Pizzeria,restaurant,12099,Tempelhof,52.4656089,13.3902675
node,El Dorando,restaurant,13407,,52.5739978,13.3585929
node,City Bistro,fast_food,10553,Moabit,52.5256393,13.3178799
node,Domino's,fast_food,,,52.5657962,13.3215756
node,Rembrandt Schnitzel,restaurant,10249,Friedrichshain,52.5196679,13.4481803
node,Schiller Burger,fast_food,13187,Pankow,52.5687292,13.4114368
node,Restaurant Athos,restaurant,13156,Niedersch�nhausen,52.5798294,13.3989583
node,Bester D�ner,fast_food,,,52.5293128,13.5923588
node,Asia Imbiss,fast_food,,,52.5898492,13.2832587
node,China Snack,restaurant,10623,Charlottenburg,52.5057720,13.3264550
node,Il Viandante,fast_food,10961,,52.4947821,13.3960171
node,BaoBao Asia K�che,restaurant,,,52.4980081,13.5214269
